"Date","AQS_SITE_ID","POC","Daily Max 8-hour Ozone Concentration","UNITS","DAILY_AQI_VALUE","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CSA_CODE","CSA_NAME","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"04/13/2006","55-059-0019","1","0.04500","ppm","38.00","24","100.0000","44201","Ozone","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","55","Wisconsin","059","Kenosha","42.504722","-87.809300"
"04/14/2006","55-059-0019","1","0.05100","ppm","43.00","24","100.0000","44201","Ozone","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","55","Wisconsin","059","Kenosha","42.504722","-87.809300"
"04/15/2006","55-059-0019","1","0.04800","ppm","41.00","24","100.0000","44201","Ozone","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","55","Wisconsin","059","Kenosha","42.504722","-87.809300"
"04/16/2006","55-059-0019","1","0.04200","ppm","36.00","24","100.0000","44201","Ozone","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","55","Wisconsin","059","Kenosha","42.504722","-87.809300"
"04/17/2006","55-059-0019","1","0.04900","ppm","42.00","24","100.0000","44201","Ozone","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","55","Wisconsin","059","Kenosha","42.504722","-87.809300"
"04/18/2006","55-059-0019","1","0.04800","ppm","41.00","24","100.0000","44201","Ozone","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","55","Wisconsin","059","Kenosha","42.504722","-87.809300"
"04/19/2006","55-059-0019","1","0.05400","ppm","46.00","24","100.0000","44201","Ozone","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","55","Wisconsin","059","Kenosha","42.504722","-87.809300"
"04/20/2006","55-059-0019","1","0.04800","ppm","41.00","24","100.0000","44201","Ozone","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","55","Wisconsin","059","Kenosha","42.504722","-87.809300"
"04/21/2006","55-059-0019","1","0.04700","ppm","40.00","24","100.0000","44201","Ozone","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","55","Wisconsin","059","Kenosha","42.504722","-87.809300"
"04/22/2006","55-059-0019","1","0.04500","ppm","38.00","24","100.0000","44201","Ozone","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","55","Wisconsin","059","Kenosha","42.504722","-87.809300"
"04/23/2006","55-059-0019","1","0.04700","ppm","40.00","24","100.0000","44201","Ozone","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","55","Wisconsin","059","Kenosha","42.504722","-87.809300"
"04/24/2006","55-059-0019","1","0.04400","ppm","37.00","24","100.0000","44201","Ozone","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","55","Wisconsin","059","Kenosha","42.504722","-87.809300"
"04/25/2006","55-059-0019","1","0.04500","ppm","38.00","24","100.0000","44201","Ozone","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","55","Wisconsin","059","Kenosha","42.504722","-87.809300"
"04/26/2006","55-059-0019","1","0.05400","ppm","46.00","24","100.0000","44201","Ozone","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","55","Wisconsin","059","Kenosha","42.504722","-87.809300"
"04/27/2006","55-059-0019","1","0.04700","ppm","40.00","24","100.0000","44201","Ozone","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","55","Wisconsin","059","Kenosha","42.504722","-87.809300"
"04/28/2006","55-059-0019","1","0.05200","ppm","44.00","24","100.0000","44201","Ozone","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","55","Wisconsin","059","Kenosha","42.504722","-87.809300"
"04/29/2006","55-059-0019","1","0.05000","ppm","42.00","24","100.0000","44201","Ozone","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","55","Wisconsin","059","Kenosha","42.504722","-87.809300"
"04/30/2006","55-059-0019","1","0.05000","ppm","42.00","24","100.0000","44201","Ozone","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","55","Wisconsin","059","Kenosha","42.504722","-87.809300"
"05/01/2006","55-059-0019","1","0.03900","ppm","33.00","24","100.0000","44201","Ozone","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","55","Wisconsin","059","Kenosha","42.504722","-87.809300"
"05/02/2006","55-059-0019","1","0.04300","ppm","36.00","24","100.0000","44201","Ozone","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","55","Wisconsin","059","Kenosha","42.504722","-87.809300"
"05/03/2006","55-059-0019","1","0.05300","ppm","45.00","24","100.0000","44201","Ozone","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","55","Wisconsin","059","Kenosha","42.504722","-87.809300"
"05/04/2006","55-059-0019","1","0.04400","ppm","37.00","24","100.0000","44201","Ozone","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","55","Wisconsin","059","Kenosha","42.504722","-87.809300"
"05/05/2006","55-059-0019","1","0.02800","ppm","24.00","24","100.0000","44201","Ozone","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","55","Wisconsin","059","Kenosha","42.504722","-87.809300"
"05/06/2006","55-059-0019","1","0.03800","ppm","32.00","24","100.0000","44201","Ozone","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","55","Wisconsin","059","Kenosha","42.504722","-87.809300"
"05/07/2006","55-059-0019","1","0.05800","ppm","49.00","24","100.0000","44201","Ozone","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","55","Wisconsin","059","Kenosha","42.504722","-87.809300"
"05/08/2006","55-059-0019","1","0.06300","ppm","61.00","24","100.0000","44201","Ozone","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","55","Wisconsin","059","Kenosha","42.504722","-87.809300"
"05/09/2006","55-059-0019","1","0.05200","ppm","44.00","24","100.0000","44201","Ozone","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","55","Wisconsin","059","Kenosha","42.504722","-87.809300"
"05/10/2006","55-059-0019","1","0.04900","ppm","42.00","24","100.0000","44201","Ozone","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","55","Wisconsin","059","Kenosha","42.504722","-87.809300"
"05/11/2006","55-059-0019","1","0.03600","ppm","31.00","24","100.0000","44201","Ozone","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","55","Wisconsin","059","Kenosha","42.504722","-87.809300"
"05/12/2006","55-059-0019","1","0.01900","ppm","16.00","24","100.0000","44201","Ozone","176","Chicago-Naperville-Michigan City, IL-IN-WI","16980","Chicago-Naperville-Joliet, IL-IN-WI","55","Wisconsin","059","Kenosha","42.504722","-87.809300"
