gaussian,1,0
skew-t,1,0
skew-t,1,50
skew-t,1,75
skew-t,1,85
skew-t,5,0
skew-t,5,50
skew-t,5,75
skew-t,5,85
skew-t,10,0
skew-t,10,50
skew-t,10,75
skew-t,10,85
skew-t,15,0
skew-t,15,50
skew-t,15,75
skew-t,15,85
t,1,75
t,1,85
t,5,75
t,5,85
t,10,75
t,10,85
t,15,75
t,15,85
max-stable,1,75
skew-t,2,0
skew-t,2,75
skew-t,3,0
skew-t,3,75
skew-t,4,0
skew-t,4,75
skew-t,2,50
skew-t,3,50
